file,start,end,avg_similarity_to_patients
146_8p3_Pr_mc_AKGC417L,11.28,13.827,0.933526555833167
146_8p3_Pr_mc_AKGC417L,13.827,16.446,0.933456938820491
146_8p3_Pr_mc_AKGC417L,16.446,19.03,0.9330964777832778
146_8p3_Pr_mc_AKGC417L,19.03,19.97,0.9347561400528195
163_8b3_Pl_mc_AKGC417L,0.432,3.765,0.8941001944474555
163_8b3_Pl_mc_AKGC417L,3.765,6.794,0.8897892962019242
163_8b3_Pl_mc_AKGC417L,6.794,10.279,0.895565404294171
163_8b3_Pl_mc_AKGC417L,10.279,13.613,0.8907166658233503
163_8b3_Pl_mc_AKGC417L,13.613,16.337,0.8931764659016447
163_8b3_Pl_mc_AKGC417L,16.337,19.958,0.8981029831587569
144_1b1_Tc_sc_Meditron,0.022,0.65,0.9449545742643478
144_1b1_Tc_sc_Meditron,0.65,2.65,0.9502488897310899
144_1b1_Tc_sc_Meditron,2.65,4.593,0.9447381552141545
144_1b1_Tc_sc_Meditron,4.593,6.764,0.939655128823772
144_1b1_Tc_sc_Meditron,6.764,9.464,0.9303611208483213
144_1b1_Tc_sc_Meditron,9.464,11.836,0.9351616904233727
144_1b1_Tc_sc_Meditron,11.836,13.736,0.9240912398596773
144_1b1_Tc_sc_Meditron,13.736,16.407,0.91551867368146
144_1b1_Tc_sc_Meditron,16.407,18.493,0.9384290184355293
144_1b1_Tc_sc_Meditron,18.493,19.993,0.9386770311959857
158_1p3_Ar_mc_AKGC417L,18.823,19.674,0.8989522926324593
127_1b1_Ar_sc_Meditron,0.05,2.404,0.8935570075368154
127_1b1_Ar_sc_Meditron,2.404,4.643,0.9016906208390169
127_1b1_Ar_sc_Meditron,4.643,6.612,0.903052687694647
127_1b1_Ar_sc_Meditron,6.612,9.037,0.9018045152393598
127_1b1_Ar_sc_Meditron,11.062,13.202,0.9114075332048857
127_1b1_Ar_sc_Meditron,15.384,17.167,0.8823971435431347
127_1b1_Ar_sc_Meditron,19.421,19.934,0.9258801640930987
203_1p2_Lr_mc_AKGC417L,16.792,18.792,0.8822279566202458
128_1b3_Tc_mc_LittC2SE,3.15,8.107,0.9421906778713233
128_1b3_Tc_mc_LittC2SE,19.35,19.964,0.9405030450011629
151_3p2_Pr_mc_AKGC417L,7.488,10.86,0.8580763336789211
151_3p2_Pr_mc_AKGC417L,10.86,14.232,0.8585860038956498
151_3p2_Pr_mc_AKGC417L,14.232,18.389,0.8632096873176699
151_3p2_Pr_mc_AKGC417L,18.389,19.958,0.8737452119619952
135_2b3_Al_mc_LittC2SE,0.107,2.564,0.9243755289848458
135_2b3_Al_mc_LittC2SE,2.564,4.807,0.9276487177890473
135_2b3_Al_mc_LittC2SE,4.807,7.021,0.914891004002
135_2b3_Al_mc_LittC2SE,7.021,9.193,0.9167426998577357
135_2b3_Al_mc_LittC2SE,9.193,13.021,0.894124989935107
135_2b3_Al_mc_LittC2SE,13.021,15.164,0.9172535703777073
135_2b3_Al_mc_LittC2SE,15.164,17.464,0.9277611371372148
135_2b3_Al_mc_LittC2SE,17.464,19.636,0.9316648287944717
135_2b3_Al_mc_LittC2SE,19.636,19.964,0.9559418457446442
170_2b2_Al_mc_AKGC417L,0.509,2.479,0.8829013810633514
170_2b2_Al_mc_AKGC417L,2.479,5.768,0.8858793726832414
170_2b2_Al_mc_AKGC417L,5.768,8.806,0.9035767061343734
170_2b2_Al_mc_AKGC417L,8.806,11.928,0.9050621882855161
170_2b2_Al_mc_AKGC417L,11.928,15.117,0.9004490898997347
170_2b2_Al_mc_AKGC417L,15.117,18.406,0.8944745239517707
170_2b2_Al_mc_AKGC417L,18.406,19.407,0.8888110000981171
141_1b3_Ar_mc_LittC2SE,1.307,3.493,0.9218151051860589
141_1b3_Ar_mc_LittC2SE,7.864,12.307,0.8968949368060883
213_2p2_Pl_mc_AKGC417L,9.157,12.062,0.8947278832236938
213_2p2_Pl_mc_AKGC417L,14.533,17.104,0.9038277813743862
206_1b1_Ar_sc_Meditron,0.307,1.064,0.9351088418506935
206_1b1_Ar_sc_Meditron,1.064,2.622,0.918912314966161
206_1b1_Ar_sc_Meditron,14.664,16.521,0.8823141693091447
206_1b1_Ar_sc_Meditron,18.636,19.979,0.8872583216432033
176_2b3_Ar_mc_AKGC417L,0.093,1.785,0.8769433892214596
110_1p1_Pr_sc_Meditron,0.91028,6.4933,0.7763479692019419
110_1p1_Pr_sc_Meditron,6.4933,10.911,0.8290116072177791
110_1p1_Pr_sc_Meditron,10.911,14.176,0.822020386647726
110_1p1_Pr_sc_Meditron,14.176,18.291,0.7923805157638147
110_1p1_Pr_sc_Meditron,18.291,23.497,0.8026268122713417
110_1p1_Pr_sc_Meditron,23.497,28.134,0.8364256356581037
110_1p1_Pr_sc_Meditron,28.134,34.797,0.7841027460623059
110_1p1_Pr_sc_Meditron,34.797,40.599,0.7685619106367028
110_1p1_Pr_sc_Meditron,40.599,45.696,0.8321584402766975
110_1p1_Pr_sc_Meditron,45.696,50.211,0.912455916305259
110_1p1_Pr_sc_Meditron,50.211,54.532,0.9142301026138707
110_1p1_Pr_sc_Meditron,54.532,58.877,0.9343402574125171
110_1p1_Pr_sc_Meditron,58.877,63.623,0.8887706850549711
110_1p1_Pr_sc_Meditron,63.623,67.591,0.9197881666391263
110_1p1_Pr_sc_Meditron,67.591,71.293,0.9735267299823689
110_1p1_Pr_sc_Meditron,71.293,75.25,0.925445593127232
162_2b2_Pr_mc_AKGC417L,0.075,3.898,0.896546696712705
162_2b2_Pr_mc_AKGC417L,3.898,10.109,0.8987134738630965
162_2b2_Pr_mc_AKGC417L,10.109,16.753,0.8989316650951026
162_2b2_Pr_mc_AKGC417L,16.753,19.09,0.8938192776866095
176_1b3_Al_mc_AKGC417L,0.048,2.13,0.8999002209931778
213_1p2_Pr_mc_AKGC417L,1.11,4.616,0.8733670756035944
213_1p2_Pr_mc_AKGC417L,17.554,19.958,0.871604364545776
207_2b2_Ar_mc_AKGC417L,1.261,2.763,0.9058451962024909
207_2b2_Ar_mc_AKGC417L,2.763,5.818,0.9017752586108545
207_2b2_Ar_mc_AKGC417L,5.818,9.174,0.8963226451954425
207_2b2_Ar_mc_AKGC417L,9.174,12.679,0.8954625635061709
207_2b2_Ar_mc_AKGC417L,12.679,16.002,0.8906472232110433
207_2b2_Ar_mc_AKGC417L,16.002,19.407,0.8871533217461355
151_2p3_Lr_mc_AKGC417L,0.81,2.513,0.8811149664471254
151_2p3_Lr_mc_AKGC417L,2.513,5.634,0.8791314870517193
151_2p3_Lr_mc_AKGC417L,5.634,9.124,0.8704443637668914
151_2p3_Lr_mc_AKGC417L,9.124,12.529,0.8790337113213482
151_2p3_Lr_mc_AKGC417L,12.529,15.668,0.8793028556301967
151_2p3_Lr_mc_AKGC417L,15.668,18.907,0.8814260474793499
122_2b1_Al_mc_LittC2SE,0.193,3.236,0.9040124710112243
122_2b1_Al_mc_LittC2SE,10.621,14.321,0.8849173750393508
122_2b1_Al_mc_LittC2SE,14.321,18.221,0.8852975327950903
122_2b1_Al_mc_LittC2SE,18.221,19.964,0.9087347929886443
133_2p2_Pl_mc_AKGC417L,19.089,19.958,0.8526201739935455
162_1b2_Pl_mc_AKGC417L,0.092,3.481,0.8824273382244505
162_1b2_Pl_mc_AKGC417L,3.481,10.793,0.8781530170186542
162_1b2_Pl_mc_AKGC417L,10.793,18.623,0.885660908109419
198_6p1_Pr_mc_AKGC417L,7.836,10.71,0.9565644011272237
198_6p1_Pr_mc_AKGC417L,16.729,19.975,0.9539338841387718
138_1p4_Ar_mc_AKGC417L,16.886,18.773,0.8579150752810856
154_1b3_Ar_mc_AKGC417L,0.399,2.327,0.9710852544663532
154_1b3_Ar_mc_AKGC417L,2.327,4.316,0.9697011928336194
154_1b3_Ar_mc_AKGC417L,4.316,6.149,0.9691640556814167
154_1b3_Ar_mc_AKGC417L,6.149,8.042,0.9702530066634288
154_1b3_Ar_mc_AKGC417L,8.042,9.816,0.972685820847936
154_1b3_Ar_mc_AKGC417L,11.554,13.089,0.9695693020103723
154_1b3_Ar_mc_AKGC417L,13.089,14.566,0.9670302678304892
154_1b3_Ar_mc_AKGC417L,14.566,16.101,0.9651439565669021
154_1b3_Ar_mc_AKGC417L,16.101,17.613,0.9665179256768642
154_1b3_Ar_mc_AKGC417L,17.613,19.089,0.9711613127439602
154_1b3_Ar_mc_AKGC417L,19.089,19.827,0.9698107797528719
200_2p2_Ar_mc_AKGC417L,1.461,3.748,0.8693217923820695
200_2p2_Ar_mc_AKGC417L,3.748,7.621,0.8782065543771886
200_2p2_Ar_mc_AKGC417L,7.621,11.411,0.8833889779676267
200_2p2_Ar_mc_AKGC417L,11.411,15.367,0.8765892827811169
200_2p2_Ar_mc_AKGC417L,15.367,19.908,0.8719066040244492
163_2b2_Pr_mc_AKGC417L,0.025,3.765,0.889581095779076
163_2b2_Pr_mc_AKGC417L,3.765,8.553,0.8753753102384041
163_2b2_Pr_mc_AKGC417L,8.553,13.257,0.8748785572765858
163_2b2_Pr_mc_AKGC417L,13.257,17.369,0.8839369088624189
163_2b2_Pr_mc_AKGC417L,17.369,19.958,0.8859661064783626
204_7p5_Lr_mc_AKGC417L,0.066,2.804,0.7555907278877685
204_7p5_Lr_mc_AKGC417L,2.804,5.875,0.7529800623706526
204_7p5_Lr_mc_AKGC417L,5.875,8.923,0.7555288265826913
204_7p5_Lr_mc_AKGC417L,8.923,12.018,0.7545751978459173
204_7p5_Lr_mc_AKGC417L,12.018,15.077,0.7552675043822509
204_7p5_Lr_mc_AKGC417L,15.077,18.161,0.7544800058821602
204_7p5_Lr_mc_AKGC417L,18.161,19.958,0.7567613007402353
193_1b2_Al_mc_AKGC417L,0.364,1.263,0.9415502601067117
172_1b5_Tc_mc_AKGC417L,1.01,3.581,0.9231252196323257
172_1b5_Tc_mc_AKGC417L,6.836,9.624,0.910406482984127
172_1b5_Tc_mc_AKGC417L,9.624,12.262,0.927010629106428
172_1b5_Tc_mc_AKGC417L,12.262,15.801,0.9183551285190029
172_1b5_Tc_mc_AKGC417L,15.801,18.322,0.9205182672730778
172_1b5_Tc_mc_AKGC417L,18.322,19.274,0.9209177241048764
170_1b2_Ar_mc_AKGC417L,4.065,7.237,0.8918006811030497
170_1b2_Ar_mc_AKGC417L,7.237,10.343,0.8867220111910219
170_1b2_Ar_mc_AKGC417L,10.343,13.394,0.9015772042474993
170_1b2_Ar_mc_AKGC417L,13.394,16.579,0.8922189325863131
170_1b2_Ar_mc_AKGC417L,16.579,19.644,0.8936382414379133
133_3p4_Tc_mc_AKGC417L,3.077,5.673,0.9804882993004075
133_3p4_Tc_mc_AKGC417L,18.315,19.315,0.9730382230729924
171_1b1_Al_sc_Meditron,0.036,0.879,0.9395460321717348
171_1b1_Al_sc_Meditron,0.879,3.293,0.8985665964678168
171_1b1_Al_sc_Meditron,3.293,5.807,0.8966853249725312
171_1b1_Al_sc_Meditron,5.807,8.307,0.8928162389265132
171_1b1_Al_sc_Meditron,8.307,10.807,0.9200442144417921
171_1b1_Al_sc_Meditron,10.807,13.324,0.9016293271039325
171_1b1_Al_sc_Meditron,13.324,15.721,0.9032468563398431
171_1b1_Al_sc_Meditron,15.721,18.193,0.9024406005493054
171_1b1_Al_sc_Meditron,18.193,19.993,0.9434363240265853
200_2p4_Pr_mc_AKGC417L,3.297,7.805,0.8865621470050409
200_2p4_Pr_mc_AKGC417L,7.805,11.594,0.8862160239614366
200_2p4_Pr_mc_AKGC417L,11.594,15.902,0.8844485293784977
200_2p4_Pr_mc_AKGC417L,15.902,17.387,0.8837527722621168
133_2p4_Al_mc_AKGC417L,1.066,3.554,0.8611080980667513
133_2p4_Al_mc_AKGC417L,3.554,5.923,0.8588280625577212
133_2p4_Al_mc_AKGC417L,5.923,8.375,0.8583706907308611
133_2p4_Al_mc_AKGC417L,8.375,10.78,0.863221193910422
133_2p4_Al_mc_AKGC417L,10.78,13.161,0.8446003344847296
133_2p4_Al_mc_AKGC417L,18.292,19.47,0.8533853358730346
159_1b1_Ar_sc_Meditron,0.021,1.15,0.8738298897610474
159_1b1_Ar_sc_Meditron,1.15,2.893,0.8784038727992942
159_1b1_Ar_sc_Meditron,2.893,4.779,0.8856433297445958
159_1b1_Ar_sc_Meditron,4.779,7.007,0.8692502810912139
159_1b1_Ar_sc_Meditron,7.007,9.421,0.8697860389354064
159_1b1_Ar_sc_Meditron,9.421,11.721,0.9114208414025992
159_1b1_Ar_sc_Meditron,11.721,13.821,0.8740265165861189
159_1b1_Ar_sc_Meditron,13.821,15.836,0.8764012617331663
159_1b1_Ar_sc_Meditron,15.836,17.35,0.9080434691186933
178_2b2_Lr_mc_AKGC417L,0.613,2.256,0.9057797059974743
178_2b2_Lr_mc_AKGC417L,2.256,4.22,0.9015982844888252
178_2b2_Lr_mc_AKGC417L,4.22,6.47,0.9004680765272481
178_2b2_Lr_mc_AKGC417L,6.47,8.387,0.9036102510654483
178_2b2_Lr_mc_AKGC417L,8.387,10.518,0.9056275484734947
178_2b2_Lr_mc_AKGC417L,10.518,12.673,0.9078337787515176
178_2b2_Lr_mc_AKGC417L,12.673,14.911,0.9088070768409127
178_2b2_Lr_mc_AKGC417L,14.911,16.994,0.9083805749908529
178_2b2_Lr_mc_AKGC417L,16.994,19.22,0.9060914921931716
178_2b2_Lr_mc_AKGC417L,19.22,19.958,0.9028204017051796
181_1b1_Tc_mc_LittC2SE,0.05,5.921,0.9593629313432225
181_1b1_Tc_mc_LittC2SE,5.921,11.95,0.9608360604812344
181_1b1_Tc_mc_LittC2SE,11.95,18.064,0.9591533168190393
181_1b1_Tc_mc_LittC2SE,18.064,19.936,0.960644937329122
207_2b4_Pr_mc_AKGC417L,12.396,16.553,0.8889508696894108
207_2b4_Pr_mc_AKGC417L,16.553,19.992,0.8871068214676793
124_1b1_Al_sc_Litt3200,9.6466,12.528,0.8812189297499792
170_1b4_Pr_mc_AKGC417L,0.059,3.214,0.8877127557417037
170_1b4_Pr_mc_AKGC417L,6.219,9.341,0.8863663325388863
170_1b4_Pr_mc_AKGC417L,9.341,12.613,0.8879339752785025
170_1b4_Pr_mc_AKGC417L,15.634,18.84,0.8848953380104545
130_2b2_Tc_mc_AKGC417L,0.069,2.563,0.9458278056029892
130_2b2_Tc_mc_AKGC417L,2.563,4.933,0.9426301167459408
130_2b2_Tc_mc_AKGC417L,4.933,7.466,0.9340042863112789
130_2b2_Tc_mc_AKGC417L,7.466,10.124,0.9362244657155457
130_2b2_Tc_mc_AKGC417L,10.124,12.707,0.940816172901693
130_2b2_Tc_mc_AKGC417L,12.707,15.078,0.9378782436896591
130_2b2_Tc_mc_AKGC417L,15.078,17.615,0.9492988650609544
130_2b2_Tc_mc_AKGC417L,17.615,19.946,0.9187021550229223
130_1p3_Tc_mc_AKGC417L,18.375,19.946,0.9009218335606697
219_2b2_Ar_mc_LittC2SE,0.021,3.45,0.8463072311923445
219_2b2_Ar_mc_LittC2SE,3.45,8.036,0.8466258796173549
219_2b2_Ar_mc_LittC2SE,14.064,17.964,0.8587146633226527
219_2b2_Ar_mc_LittC2SE,17.964,19.993,0.9127663160186683
145_3b4_Pl_mc_AKGC417L,1.06,4.649,0.8400075689981152
145_3b4_Pl_mc_AKGC417L,4.649,8.339,0.8530481280444909
145_3b4_Pl_mc_AKGC417L,8.339,12.112,0.8601507444210794
145_3b4_Pl_mc_AKGC417L,12.112,15.735,0.8678937947858424
145_3b4_Pl_mc_AKGC417L,15.735,19.14,0.8536846584421236
149_1b1_Lr_sc_Meditron,0.022,2.136,0.921436513777079
149_1b1_Lr_sc_Meditron,2.136,3.722,0.932414281954289
149_1b1_Lr_sc_Meditron,3.722,4.564,0.9322015150557607
149_1b1_Lr_sc_Meditron,4.564,5.564,0.936277747522632
149_1b1_Lr_sc_Meditron,5.564,6.507,0.9332855874250049
149_1b1_Lr_sc_Meditron,6.507,7.15,0.9136230156710854
149_1b1_Lr_sc_Meditron,7.15,7.793,0.9294676530120567
149_1b1_Lr_sc_Meditron,7.793,8.664,0.9310090722655419
149_1b1_Lr_sc_Meditron,10.393,12.079,0.9305608850026218
149_1b1_Lr_sc_Meditron,12.079,12.864,0.9169285918878696
149_1b1_Lr_sc_Meditron,12.864,13.893,0.9405670625828094
149_1b1_Lr_sc_Meditron,13.893,15.007,0.9289254800645921
149_1b1_Lr_sc_Meditron,15.007,17.093,0.9298770216778306
149_1b1_Lr_sc_Meditron,17.093,19.95,0.9312268706186296
172_1b4_Ll_mc_AKGC417L,3.464,5.868,0.9042779270595797
172_1b4_Ll_mc_AKGC417L,17.186,19.959,0.903094075907247
203_2p3_Tc_mc_AKGC417L,0.625,2.78,0.9317223984264138
203_2p3_Tc_mc_AKGC417L,2.78,6.268,0.9314562883764987
203_2p3_Tc_mc_AKGC417L,6.268,9.946,0.926936851230491
203_2p3_Tc_mc_AKGC417L,9.946,13.673,0.9182954229788914
203_2p3_Tc_mc_AKGC417L,13.673,17.423,0.9180004803212841
203_2p3_Tc_mc_AKGC417L,17.423,18.387,0.9469053126481768
174_1p3_Tc_mc_AKGC417L,0.326,4.282,0.9428068562211029
174_1p3_Tc_mc_AKGC417L,15.2,18.89,0.9070308586283965
162_2b4_Pr_mc_AKGC417L,7.387,11.928,0.8724977764301863
162_2b4_Pr_mc_AKGC417L,11.928,17.049,0.8783051037788313
162_2b4_Pr_mc_AKGC417L,17.049,18.729,0.8655582631258821
146_8p3_Ar_mc_AKGC417L,0.03,1.077,0.9157462733011161
146_8p3_Ar_mc_AKGC417L,16.554,18.839,0.9196813346358577
146_8p3_Ar_mc_AKGC417L,18.839,19.946,0.9072408947100936
163_8b3_Al_mc_AKGC417L,0.432,3.765,0.9364532713883159
163_8b3_Al_mc_AKGC417L,3.765,6.794,0.9253319919911368
163_8b3_Al_mc_AKGC417L,6.794,10.279,0.923420168763024
163_8b3_Al_mc_AKGC417L,10.279,13.613,0.9178028232731967
163_8b3_Al_mc_AKGC417L,13.613,16.337,0.9313888468755152
163_8b3_Al_mc_AKGC417L,16.337,19.958,0.9275601145699724
205_4b2_Lr_mc_AKGC417L,4.994,8.327,0.8890042473269427
205_4b2_Lr_mc_AKGC417L,8.327,12.125,0.8882236419166594
205_4b2_Lr_mc_AKGC417L,12.125,15.994,0.8885392296096787
205_4b2_Lr_mc_AKGC417L,15.994,19.688,0.8892691721347902
151_3p2_Ar_mc_AKGC417L,18.389,19.958,0.8922619036390479
103_2b2_Ar_mc_LittC2SE,3.25,6.636,0.8624694565012647
103_2b2_Ar_mc_LittC2SE,16.993,19.979,0.8756740666308762
135_2b3_Pl_mc_LittC2SE,0.236,2.564,0.9328335301623509
135_2b3_Pl_mc_LittC2SE,2.564,4.864,0.9307213210434647
135_2b3_Pl_mc_LittC2SE,4.864,6.993,0.9289098133235947
135_2b3_Pl_mc_LittC2SE,6.993,9.207,0.9267105476134601
135_2b3_Pl_mc_LittC2SE,9.207,12.979,0.9120346561139366
135_2b3_Pl_mc_LittC2SE,12.979,15.179,0.939309047719921
135_2b3_Pl_mc_LittC2SE,15.179,17.393,0.943348511013978
135_2b3_Pl_mc_LittC2SE,17.393,19.636,0.94380753119425
135_2b3_Pl_mc_LittC2SE,19.636,19.979,0.9629036850491703
170_2b2_Pl_mc_AKGC417L,0.509,2.479,0.8748388666058396
170_2b2_Pl_mc_AKGC417L,2.479,5.768,0.883488725524126
170_2b2_Pl_mc_AKGC417L,5.768,8.806,0.8747166920892125
170_2b2_Pl_mc_AKGC417L,8.806,11.928,0.8829618246577409
170_2b2_Pl_mc_AKGC417L,11.928,15.117,0.8811279017762166
170_2b2_Pl_mc_AKGC417L,15.117,18.406,0.8906424442648063
170_2b2_Pl_mc_AKGC417L,18.406,19.407,0.8900920284343755
213_2p2_Al_mc_AKGC417L,0.86,3.631,0.8121179939738434
213_2p2_Al_mc_AKGC417L,3.631,6.486,0.8178333428108726
213_2p2_Al_mc_AKGC417L,6.486,9.157,0.8253033546662429
213_2p2_Al_mc_AKGC417L,9.157,12.062,0.8217317346020941
213_2p2_Al_mc_AKGC417L,12.062,14.533,0.8238472458987102
213_2p2_Al_mc_AKGC417L,14.533,17.104,0.8161028412957128
213_2p2_Al_mc_AKGC417L,17.104,19.708,0.8175670243588637
166_1p1_Ll_sc_Meditron,31.044,33.655,0.7540234777281787
166_1p1_Ll_sc_Meditron,33.655,36.871,0.7185970941062902
166_1p1_Ll_sc_Meditron,38.269,42.063,0.7908325179258839
166_1p1_Ll_sc_Meditron,42.063,44.59,0.7027897886724402
166_1p1_Ll_sc_Meditron,44.59,47.331,0.7803140138965846
166_1p1_Ll_sc_Meditron,47.331,50.155,0.7223497494531246
166_1p1_Ll_sc_Meditron,50.155,53.083,0.7259859406112109
166_1p1_Ll_sc_Meditron,53.083,56.28,0.7236075967792711
166_1p1_Ll_sc_Meditron,56.28,57.8,0.7353076320214408
176_2b3_Pr_mc_AKGC417L,0.093,1.785,0.9054582190102259
162_2b2_Ar_mc_AKGC417L,0.075,3.898,0.9007541705364022
162_2b2_Ar_mc_AKGC417L,3.898,10.109,0.8847588156621441
162_2b2_Ar_mc_AKGC417L,10.109,16.753,0.8894211929930166
162_2b2_Ar_mc_AKGC417L,16.753,19.09,0.8890034412070662
107_2b4_Tc_mc_AKGC417L,1.018,3.411,0.9659552909250948
107_2b4_Tc_mc_AKGC417L,3.411,5.827,0.9685013054304313
107_2b4_Tc_mc_AKGC417L,5.827,8.339,0.9634111853300257
107_2b4_Tc_mc_AKGC417L,8.339,10.923,0.9563726997740596
107_2b4_Tc_mc_AKGC417L,10.923,13.292,0.9632868812454095
107_2b4_Tc_mc_AKGC417L,13.292,16.018,0.9641903944892406
107_2b4_Tc_mc_AKGC417L,16.018,18.482,0.9643599422991116
107_2b4_Tc_mc_AKGC417L,18.482,19.542,0.9591119084123296
158_1p4_Pl_mc_AKGC417L,7.387,9.541,0.9126255451579721
158_1p4_Pl_mc_AKGC417L,13.848,15.918,0.9044411777686875
154_4b4_Al_mc_AKGC417L,12.423,14.732,0.8632592016685761
154_4b4_Al_mc_AKGC417L,18.78,19.696,0.911775787669835
162_2b3_Pl_mc_AKGC417L,0.109,4.099,0.8605419581645436
162_2b3_Pl_mc_AKGC417L,4.099,10.776,0.8617341334141383
162_2b3_Pl_mc_AKGC417L,10.776,17.12,0.856605902505806
162_2b3_Pl_mc_AKGC417L,17.12,18.99,0.8799524528541581
135_2b2_Ar_mc_LittC2SE,0.036,1.936,0.9214601379228412
135_2b2_Ar_mc_LittC2SE,1.936,4.664,0.9010540080492969
135_2b2_Ar_mc_LittC2SE,4.664,7.521,0.908836353437494
135_2b2_Ar_mc_LittC2SE,7.521,10.35,0.9041975545368299
135_2b2_Ar_mc_LittC2SE,10.35,13.279,0.9023517384028502
135_2b2_Ar_mc_LittC2SE,13.279,16.521,0.8948620778768807
135_2b2_Ar_mc_LittC2SE,16.521,19.164,0.8992367633157002
135_2b2_Ar_mc_LittC2SE,19.164,19.964,0.9390404495153484
146_2b2_Pl_mc_AKGC417L,0.101,4.244,0.9059891035510552
146_2b2_Pl_mc_AKGC417L,4.244,8.375,0.9095447655151233
198_1b5_Pr_mc_AKGC417L,18.875,19.975,0.8896634528732079
177_1b2_Ar_mc_AKGC417L,8.406,12.045,0.9030037340313847
177_1b2_Ar_mc_AKGC417L,12.045,15.885,0.902562426675315
172_1b3_Lr_mc_AKGC417L,1.144,3.848,0.8905558787274837
172_1b3_Lr_mc_AKGC417L,3.848,6.786,0.8780605931012142
172_1b3_Lr_mc_AKGC417L,6.786,9.24,0.8670229819663277
172_1b3_Lr_mc_AKGC417L,9.24,11.962,0.8813040258072862
172_1b3_Lr_mc_AKGC417L,11.962,14.716,0.8844916709905949
172_1b3_Lr_mc_AKGC417L,14.716,17.571,0.8838784449312294
172_1b3_Lr_mc_AKGC417L,17.571,19.975,0.8966762716645768
154_2b4_Pr_mc_AKGC417L,1.33,3.804,0.8185905270410878
154_2b4_Pr_mc_AKGC417L,3.804,6.396,0.8270076487950732
154_2b4_Pr_mc_AKGC417L,8.938,11.58,0.8186330106841295
154_2b4_Pr_mc_AKGC417L,11.58,14.072,0.8209559414978492
154_2b4_Pr_mc_AKGC417L,17.049,19.49,0.8207540101465973
158_1p2_Al_mc_AKGC417L,5.384,7.888,0.8726108934450288
158_1p2_Al_mc_AKGC417L,10.276,12.73,0.8639986278367775
158_1p2_Al_mc_AKGC417L,12.73,15.351,0.8667925346347936
158_1p2_Al_mc_AKGC417L,15.351,17.638,0.8660604961318462
158_1p2_Al_mc_AKGC417L,17.638,18.523,0.8961214876379927
178_1b3_Lr_mc_AKGC417L,1.782,5.718,0.8909501178875643
178_1b3_Lr_mc_AKGC417L,5.718,9.654,0.8913500254596727
178_1b3_Lr_mc_AKGC417L,9.654,13.252,0.8858120188181313
178_1b3_Lr_mc_AKGC417L,13.252,16.427,0.8889061493230527
178_1b3_Lr_mc_AKGC417L,16.427,19.181,0.9018268623636887
113_1b1_Pl_sc_Litt3200,0.98793,2.7738,0.835094164713019
113_1b1_Pl_sc_Litt3200,2.7738,4.4077,0.8625971712927103
113_1b1_Pl_sc_Litt3200,4.4077,6.3709,0.8920049435248488
113_1b1_Pl_sc_Litt3200,6.3709,7.9035,0.9079076294855587
113_1b1_Pl_sc_Litt3200,7.9035,10.297,0.865783684674946
113_1b1_Pl_sc_Litt3200,10.297,11.83,0.9059943512949044
113_1b1_Pl_sc_Litt3200,11.83,13.692,0.904630905961497
113_1b1_Pl_sc_Litt3200,13.692,19.632,0.7926408914712557
211_2p2_Tc_mc_AKGC417L,0.344,1.015,0.9593457922551051
211_2p2_Tc_mc_AKGC417L,1.015,2.844,0.9595878095771834
211_2p2_Tc_mc_AKGC417L,2.844,4.539,0.9575855284672133
211_2p2_Tc_mc_AKGC417L,4.539,6.217,0.9475911808081987
211_2p2_Tc_mc_AKGC417L,6.217,7.794,0.9490222836989219
211_2p2_Tc_mc_AKGC417L,7.794,9.253,0.9564630188613137
211_2p2_Tc_mc_AKGC417L,9.253,10.931,0.9504662956139618
211_2p2_Tc_mc_AKGC417L,10.931,12.676,0.9395273488667525
211_2p2_Tc_mc_AKGC417L,12.676,14.253,0.9449595699905731
211_2p2_Tc_mc_AKGC417L,14.253,15.998,0.9342600507437142
211_2p2_Tc_mc_AKGC417L,15.998,17.676,0.937022831226812
211_2p2_Tc_mc_AKGC417L,17.676,19.136,0.938024198950736
211_2p2_Tc_mc_AKGC417L,19.136,19.824,0.9368306687666291
146_2b4_Al_mc_AKGC417L,0.089,3.804,0.8978816261544227
146_2b4_Al_mc_AKGC417L,3.804,7.613,0.8958853998308927
146_2b4_Al_mc_AKGC417L,7.613,11.685,0.901942165371306
146_2b4_Al_mc_AKGC417L,11.685,15.494,0.8984844068729023
146_2b4_Al_mc_AKGC417L,15.494,19.101,0.904860034616216
146_2b4_Al_mc_AKGC417L,19.101,19.97,0.9135584430197796
156_8b3_Lr_mc_AKGC417L,1.935,4.185,0.8129257308879732
156_8b3_Lr_mc_AKGC417L,4.185,6.566,0.8108755226406121
156_8b3_Lr_mc_AKGC417L,6.566,8.601,0.8076310216362481
156_8b3_Lr_mc_AKGC417L,8.601,10.839,0.8053441928812503
156_8b3_Lr_mc_AKGC417L,10.839,13.185,0.8129333078153967
156_8b3_Lr_mc_AKGC417L,13.185,15.423,0.8124325315934744
156_8b3_Lr_mc_AKGC417L,15.423,17.613,0.8108073053273763
185_1b1_Pr_sc_Litt3200,0.0,1.5443,0.8411542716187768
185_1b1_Pr_sc_Litt3200,1.5443,2.9166,0.8980163236688956
185_1b1_Pr_sc_Litt3200,2.9166,4.4179,0.857172851422305
185_1b1_Pr_sc_Litt3200,4.4179,6.0874,0.8382262767495711
